Date,AAPL,BAX,CPB,ESS,FANG,HPE,LEG,MXIM,PNC,ZTS
20080715,6.1659,36.5077,35.5,106,,,15.26,19.54,50.66,
20080716,6.3965,36.4309,36.99,116.35,,,16.17,19.88,57.97,
20080717,6.1648,38.461,36.67,119.13,,,17.88,20.4,68.02,
20080718,6.1178,38.2072,36.66,119.58,,,18.13,19.95,67.83,
20080721,6.1849,38.4371,35.25,118.31,,,19.14,19.8,63.74,
20080722,5.9769,38.5417,36.1,120.56,,,20,19.4,70.72,
20080723,6.051,37.4047,37.13,128.26,,,20.33,20.12,69.96,
20080724,5.9482,38.144,37.19,118.43,,,19.4,18.13,67.99,
20080725,6.04,37.4205,37.14,120.25,,,19.22,19.13,68.8,
20080728,5.7387,36.5728,37.08,118.57,,,19.39,19.17,67.7,
20080729,5.69,38.2097,38.02,122.9,,,19.69,20.34,72.21,
20080730,5.85,38.772,37.21,120.91,,,19.68,19.2,72.13,
20080731,5.7034,38.6772,36.72,125.66,,,19.8,20.39,72.42,
20080801,5.686,38.4684,36.35,126.6,,,20.17,19.99,72.22,
20080804,5.6242,38.3684,36.5,124.1,,,20.76,19.59,72.7,
20080805,5.9995,39.0328,36.93,128,,,21.42,19.83,76.55,
20080806,6.0017,39.4348,36.89,122.34,,,21.85,19.66,74.36,
20080807,5.9833,39.2847,37.22,119.45,,,20.59,20.15,70.9,
20080808,6.0866,39.6327,38.7,124.39,,,21.97,21.66,72.01,
20080811,6.4231,38.49,38.17,124.8,,,22.92,22,76.37,
20080812,6.3897,38.349,38.15,123.27,,,21.73,22.51,73.34,
20080813,6.6878,39.183,39.21,121.3,,,21.03,22.4,70.74,
20080814,6.5589,38.271,39.01,124.89,,,21.27,22.67,71.92,
20080815,6.3722,38.7117,38.31,125.17,,,21.6,22.15,71.84,
20080818,6.3039,38.8011,38.08,124.03,,,21.53,22.08,71.68,
20080819,6.3885,38.4998,37.5,116.37,,,20.78,22.2,71.34,
20080820,6.37,37.7113,39.02,120.37,,,21.02,21.8,71.38,
20080821,6.2718,39.7691,38.13,116.48,,,21.28,22.61,72.1,
20080822,6.4285,39.7954,37.89,120.2,,,21.26,23.18,73.49,
20080825,6.451,37.415,38.21,120.62,,,22.15,22.59,69.14,
20080826,6.2937,38.919,38.46,120.51,,,22,22,72.23,
20080827,6.3868,37.468,37.79,120.88,,,22.93,21.97,72.64,
20080828,6.231,37.7715,37.46,122.43,,,22.47,21.8,75.14,
20080829,6.1208,37.4034,38.23,122.6,,,22.83,21.37,75.11,
20080902,5.9368,39.0348,38.49,122.03,,,23.34,21.54,74.72,
20080903,6.2534,39.6586,36.73,120.99,,,23.16,20.6,77.41,
20080904,5.9713,38.5419,37.63,119.21,,,22.88,19.34,73.69,
20080905,5.9057,38.1578,36.96,118.64,,,22.74,20.22,76.62,
20080908,5.67,38.0457,38.28,122.96,,,23.74,20.7,76.95,
20080909,5.4302,37.451,38.75,116.64,,,23.38,19.8,74.31,
20080910,5.652,38.027,37.77,116.7,,,23.89,19.9,72.68,
20080911,5.5929,37.6861,40,119.43,,,24.19,19.13,73.64,
20080912,5.3742,38.3553,40.4,118.99,,,23.52,18,73.5,
20080915,5.239,38.5821,40.9,110,,,23.57,18.19,73.19,
20080916,5.1003,39.1946,39.46,120,,,24.11,18,77.84,
20080917,4.7118,37.3624,39.21,116.5,,,22.62,18.38,75.23,
20080918,4.7912,37.3914,38.7,132,,,24.73,19.13,82,
20080919,5.0894,36.3755,40.4,127.2,,,24.41,19.7,81.81,
20080922,4.859,35.4118,38.03,119.54,,,24,19,78,
20080923,4.57,35.2141,38.37,122.51,,,22.59,20,72.09,
20080924,4.8127,36.3828,38.51,117.1,,,23.04,19.6,75.55,
20080925,4.889,36.1505,38.85,118.71,,,22.97,19.08,72.8,
20080926,4.68,36.6693,37.98,119.15,,,22.58,19.43,78.8,
20080929,3.8386,36.4004,39.25,115.55,,,22.2,18,70,
20080930,4.1663,36.5418,40,123.93,,,22.04,18.9,77.1,
20081001,4.0342,36.5172,40.55,119.74,,,22.75,17.75,80.8,
20081002,3.729,38.0856,41.31,115.5,,,22.22,17.9,80.77,
20081003,3.4925,36.7454,40.84,113.3,,,20.82,16.63,75.37,
20081006,3.605,36.5247,39.97,108.21,,,20.2,16.28,76.9,
20081007,3.1944,35.0473,39.69,110,,,19.32,14.42,71.4,
20081008,3.2382,34.655,38.57,107.66,,,19.03,13.94,68.96,
20081009,3.238,32.7947,35.24,102,,,17.12,14.2,59.85,
20081010,3.5366,31.2799,35.24,105.15,,,18.07,13.88,68,
20081013,4.0143,34.2825,37.01,117.7,,,19.02,14.4,69.41,
20081014,3.7527,33.489,36,104.6,,,18.35,14.85,63.66,
20081015,3.6613,33.3382,35.54,90.03,,,17.57,14.17,64.5,
20081016,3.6906,32.768,36.5,91.92,,,19.46,14.17,64.1,
20081017,3.621,32.4645,38,95.42,,,16.96,15.99,60.6,
20081020,3.6733,34.3504,37.01,97.66,,,18.09,16.62,61.9,
20081021,3.3703,33.649,38.59,93.18,,,17.15,14.85,61.73,
20081022,3.6177,33.3285,37.33,87.4,,,16.61,13.86,56.17,
20081023,3.6016,33.308,39,92.98,,,16.85,13.36,58.35,
20081024,3.5525,32.4861,36.1,88.4,,,16.45,13.51,59.18,
20081027,3.3059,31.456,36.03,85.54,,,14.72,13.03,61.47,
20081028,3.572,33.4193,40.09,100.74,,,17.01,13.06,66.27,
20081029,3.7772,33.3583,38.16,97,,,16.45,12.67,65.4,
20081030,4.135,33.4902,39.18,95.44,,,17.77,13.11,66.44,
20081031,3.8497,33.2424,38.79,98.1,,,17.39,13.8,66.75,
20081103,3.88,33.9014,38.38,89.32,,,17.65,14.27,69.78,
20081104,3.9846,33.6119,40.03,88.68,,,18.41,14.94,73.7,
20081105,3.7147,33.0333,38.4,80.5,,,17.39,14.94,70.28,
20081106,3.6936,31.6017,38.59,79.32,,,16.95,13.97,70.24,
20081107,3.5177,33.576,38.84,86.83,,,16.6,14.43,68.39,
20081110,3.4525,33.656,38.7,82.59,,,16.17,13.82,69.35,
20081111,3.4956,32.5736,38.56,80.02,,,15.96,13.46,66.34,
20081112,3.3584,33.0525,37.79,74.98,,,14.98,13.66,63.57,
20081113,3.5989,34.6924,40.77,86.08,,,15.87,13.49,66.81,
20081114,3.263,34.1006,39.13,75.06,,,15.12,13.6,62.52,
20081117,3.2039,33.0041,39.2,69.87,,,14.46,13,62.05,
20081118,3.3659,31.5899,39.33,70.57,,,14.91,14,56.53,
20081119,3.1675,29.1826,38.02,65.86,,,13.53,11.75,52.05,
20081120,2.8843,26.805,36.15,68.65,,,12.67,11.22,46.66,
20081121,2.9774,29.1983,37.64,71.75,,,13.31,11.63,44.94,
20081124,3.3394,29.9824,34.46,78.6,,,14.66,12.35,49.65,
20081125,3.2442,29.688,31.45,86.91,,,14.23,12.04,53.02,
20081126,3.4831,29.6847,32.03,90.04,,,14.36,12.4,54.04,
20081128,3.4383,28.8691,32.71,90.1,,,14.8,12.82,54.31,
20081201,3.2631,28.7069,30.1,72.8,,,14.24,12.09,46.47,
20081202,3.4344,29.0474,31.45,79.23,,,14.42,12,43.37,
20081203,3.57,30.0121,30.38,84.51,,,14.72,12.05,47.02,
20081204,3.3174,29.1337,30.2,81.77,,,15.03,11.9,49.39,
20081205,3.3973,30.146,31.4,86.54,,,15.58,11.04,53.6,
20081208,3.7354,29.5963,31.14,89.88,,,15.82,11.5,56.1,
20081209,3.6574,27.9793,30.16,81,,,15.59,12.05,54.59,
20081210,3.554,28.0184,28.44,83.12,,,15.76,12.36,54.3,
20081211,3.5273,28.7155,28.75,74.47,,,14.51,12.62,47.49,
20081212,3.6065,28.1247,29.4,82.07,,,15.16,13.33,50.24,
20081215,3.4933,27.9669,28.68,75.06,,,15.2,13,46,
20081216,3.536,29.1122,30.86,84.4,,,15.85,13.01,49.2,
20081217,3.2321,29.003,28.97,83.78,,,15.03,12.94,46.65,
20081218,3.3393,28.9496,29.27,80.34,,,15.21,12,46.59,
20081219,3.2304,29.69,29.11,79.96,,,15.43,12.35,46.16,
20081222,3.1448,29.454,28.2,76.91,,,14.49,12.4,43.67,
20081223,3.236,29.7057,28.39,77.96,,,14,11.89,44.86,
20081224,3.1814,29.4249,29.64,78.26,,,14.52,11.79,44.12,
20081226,3.1404,29.2477,28.71,75.63,,,15,11.75,45.37,
20081229,3.1465,28.8675,29.66,74.15,,,14.6,11.4,44.76,
20081230,3.0901,29.7387,30.4,74.18,,,15.05,11.49,48.01,
20081231,3.0597,29.4563,31.23,78.09,,,15.46,11.92,50,
20090102,3.3602,31.1635,31.41,77.13,,,16.25,12.86,48.76,
20090105,3.4213,30.4306,31.5,78.06,,,15.4,11.9,49.3,
20090106,3.3972,29.894,30,77.87,,,15.55,12.84,48.91,
20090107,3.2655,30.5129,30.6,76.27,,,15,12.33,49.64,
20090108,3.3308,29.8713,30.23,73.75,,,15.5,12.43,49.16,
20090109,3.338,30.5281,29.95,69.11,,,14.5,12.17,49.38,
20090112,3.3148,29.3668,30.61,63.12,,,14.37,12.62,46.24,
20090113,3.2046,29.303,29.27,66.96,,,14.26,12.5,47.44,
20090114,3.1425,29.582,29.61,66.61,,,13.87,11.85,44.62,
20090115,2.9819,29.8728,30.29,68.56,,,13.64,11.95,43.37,
20090116,2.9492,30.3501,30.24,71.61,,,14.14,12.28,38.61,
20090119,2.9688,30.6192,30.03,73.48,,,25,12.87,38.72,
20090120,2.8312,29.3027,30.77,67.06,,,13.47,11.58,22,
20090121,3.0819,31.179,30.46,70.19,,,13.87,11.84,30.69,
20090122,3.2111,31.0448,30.42,67.7,,,13.09,12.19,30.03,
20090123,3.2027,31.5505,30.4,70,,,14,13.42,31.59,
20090126,3.3118,32.1823,31,69.79,,,13.47,13.41,31.19,
20090127,3.2687,32.0476,31.75,70.97,,,14.05,14.18,33.65,
20090128,3.4749,32.614,31.36,75.14,,,14.34,13.91,38.95,
20090129,3.3504,32.9926,31.41,69.5,,,13.82,12.92,35.87,
20090130,3.3316,32.9741,31.59,67.31,,,13.05,13.67,33.32,
20090202,3.2808,31.9186,31.52,68.06,,,12.64,13.06,32.65,
20090203,3.3297,33.133,32,64.48,,,13.07,13.58,29.93,
20090204,3.3518,32.9311,31.02,61.76,,,12.81,13.77,28.97,
20090205,3.57,33.5871,31.86,56.83,,,13.1,14.08,30.91,
20090206,3.654,34.255,31.86,61.53,,,13.97,14.55,34.1,
20090209,3.7131,32.9284,31.83,63.85,,,14.18,13.94,33.74,
20090210,3.6648,31.8321,31.13,59.21,,,13.22,13.83,30.16,
20090211,3.5471,33.1732,30.31,60.8,,,13,13.8,34.36,
20090212,3.71,32.9401,31.4,57.66,,,12.98,13.73,31.77,
20090213,3.5788,32.3034,31.25,55.2,,,13.13,13.98,28.6,
20090217,3.5081,31.5535,30.13,54.11,,,12.68,13.41,27.37,
20090218,3.524,31.8002,29.7,54.83,,,12.74,13,25.9,
20090219,3.2648,32.0283,30.08,52.68,,,13.1,12.18,24.5,
20090220,3.3176,32.8491,29.97,56.76,,,12.58,12.64,23.53,
20090223,3.2587,32.523,29.91,53.63,,,11.77,12.11,25.6,
20090224,3.362,31.6978,28.85,57.57,,,12.7,12.57,28.8,
20090225,3.2715,32.304,29.29,57.65,,,12,12.59,29.6,
20090226,3.2174,30.6934,28.1,53.98,,,12.08,12,30.06,
20090227,3.2212,28.9421,27.38,56.7,,,11.97,12.1,27.44,
20090302,3.1884,29.0183,27.46,51.94,,,10.86,11.6,26.85,
20090303,3.1847,28.6363,27.89,56.32,,,10.7,11.39,25.07,
20090304,3.3759,28.6047,27.58,58.9,,,11.46,11.72,24.23,
20090305,3.2366,28.1911,26.43,55.13,,,10.8,11.76,20,
20090306,3.0814,28.5489,27.21,57.92,,,10.81,11.83,18.55,
20090309,2.9897,27.8432,26.67,58.81,,,10.25,11.24,20.13,
20090310,3.2813,28.1975,26.56,64,,,11.69,11.83,25.16,
20090311,3.34,27.1258,26.09,65.28,,,11.44,12.19,26,
20090312,3.5171,27.748,26.8,68.78,,,12.17,12.3,29.89,
20090313,3.4963,29.1554,28.05,67.46,,,12.39,12.79,29.44,
20090316,3.5452,27.7774,28.44,62.32,,,12.14,12.61,27.35,
20090317,3.67,28.792,28.3,67.66,,,12.52,13.31,29.78,
20090318,3.6823,29.3861,27.87,69.82,,,12.77,13.47,32.23,
20090319,3.7901,27.7387,26.9,61.5,,,12.49,14.02,29.52,
20090320,3.6856,27.9031,26.49,57.74,,,12.46,13.35,27.51,
20090323,3.938,28.6916,27.98,65.31,,,13.78,14.38,32.92,
20090324,3.8348,28.2246,27.48,61.96,,,13.3,13.54,33.52,
20090325,3.9708,27.9134,27.41,61.68,,,14.15,13.68,33.59,
20090326,4.0463,27.5073,27.4,61.56,,,14.57,14.74,31.98,
20090327,3.9904,27.582,28.42,58.51,,,14.41,13.66,30.77,
20090330,3.8386,28.2989,28,55.99,,,13.14,13.8,27.7,
20090331,3.8428,28.9145,28.63,59.54,,,13.13,13.51,29.78,
20090401,4.0392,28.8043,28.82,60.01,,,13.65,13.7,31.1,
20090402,4.214,28.1892,28.46,65.97,,,14,13.68,33.64,
20090403,4.1736,26.6687,28.01,68.6,,,14.3,13.61,36.9,
20090406,4.3794,26.0533,27.31,71.63,,,14.1,13.98,34.99,
20090407,4.2112,26.5343,27.06,65.64,,,13.5,13.59,32.03,
20090408,4.2198,26.9549,26.87,66.48,,,13.87,13.64,33.14,
20090409,4.4414,27.8145,27.25,71,,,14.27,14.44,39.08,
20090413,4.3443,28.0458,27.22,70.81,,,14.24,14.51,40.3,
20090414,4.4357,27.373,26.89,64.88,,,14.26,14.28,37.24,
20090415,4.2096,26.9335,26.19,66.76,,,14.9,14.79,39.51,
20090416,4.5226,28.5617,27.39,68.55,,,15.02,15.01,39.64,
20090417,4.4829,28.5691,27.48,69.61,,,15,15.12,42,
20090420,4.3537,28.6965,27.31,61.29,,,14.94,14.63,38.04,
20090421,4.4058,27.9154,26.84,67.7,,,15.21,13.93,42.4,
20090422,4.4463,26.6679,27.44,63.01,,,15.81,14.4,39.33,
20090423,4.6232,26.7991,26.8,65.87,,,14.89,14.38,41.7,
20090424,4.553,26.8705,25.12,70.16,,,15.37,14.35,44.15,
20090427,4.4735,27.0125,25.41,64.47,,,14.99,14.4,42.82,
20090428,4.5783,27.1669,25.42,64.88,,,14.69,13.82,40.63,
20090429,4.646,28.0117,26.82,70.08,,,15.13,13.9,41.27,
20090430,4.6863,27.422,25.74,66.42,,,14.95,14.12,40.5,
20090501,4.7008,27.6368,26.3,62.4,,,14.99,14.98,39.4,
20090504,4.9246,27.652,27,66.5,,,15.14,15.8,43.39,
20090505,4.9699,27.6912,27.16,64.58,,,14.99,15.46,43.5,
20090506,4.7391,27.113,26.48,67.76,,,15.46,15.62,49.07,
20090507,4.6451,27.4511,26.66,65.58,,,15.58,14.94,45.06,
20090508,4.8198,28.3226,26.9,69.92,,,15.78,14.16,54.89,
20090511,4.6606,28.5342,27.22,68.06,,,15.25,14.21,47.94,
20090512,4.557,28.0555,28.33,67.5,,,14.78,13.78,46.5,
20090513,4.4525,27.9599,27.52,62.44,,,14.82,14.27,44.1,
20090514,4.4781,28.5954,27.5,65.7,,,15.2,14.76,44.82,
20090515,4.4856,27.2104,27.65,62.71,,,15.42,14.54,43.18,
20090518,4.5919,27.631,27.25,68.47,,,15.37,15.01,45.38,
20090519,4.6542,27.2546,27.82,64.24,,,15.25,14.93,44.43,
20090520,4.5331,27.0181,27.56,65.67,,,14.96,15.28,42.27,
20090521,4.575,26.6668,27.86,66.42,,,14.62,14.93,42.37,
20090522,4.542,27.3571,27.71,63.82,,,14.31,15.36,42.96,
20090526,4.7506,27.9665,29.17,69.78,,,15.71,16.8,45.12,
20090527,4.8891,27.1355,28.41,65.88,,,14.58,16.26,43.08,
20090528,4.8623,27.6689,28.45,68.01,,,14.41,16.6,44.29,
20090529,5.0762,28.8279,28.02,68.94,,,14.72,16.54,46.49,
20090601,5.0202,27.8587,29.31,69.33,,,16.06,17.34,44.97,
20090602,5.099,26.7767,28.94,70.64,,,16.14,16.18,43.46,
20090603,5.1322,27.4265,29.07,72.33,,,15.77,16.51,42.27,
20090604,5.156,26.4697,30.15,69.14,,,15.78,16.08,44,
20090605,5.3796,26.6596,29.77,71.45,,,16.2,16.19,42.56,
20090608,5.169,25.694,30.18,70.24,,,16.7,16.46,45.17,
20090609,5.1438,25.877,30.01,69.08,,,16.51,17.01,45.38,
20090610,5.2039,26.0975,29.46,66.89,,,16.93,17.09,43.5,
20090611,5.1882,26.669,30.17,65.32,,,15.79,16.8,44.51,
20090612,5.0992,28.1362,30.3,65.94,,,16.1,16.68,42.82,
20090615,5.0894,27.1174,29.25,64.8,,,15.69,16.86,41.75,
20090616,5.0674,26.6557,28.71,64.78,,,15.34,16.61,39.56,
20090617,4.9647,27.605,29.46,63.15,,,15.07,16,39.5,
20090618,5.0613,28.0593,29.59,66.2,,,15.04,16.17,41.45,
20090619,5.2078,28.336,29.88,64.7,,,15.51,16.5,40.61,
20090622,5.0684,28.4813,29.8,64.21,,,14.78,16.25,39,
20090623,4.8772,27.9794,30.07,64.91,,,14.6,16.2,40.62,
20090624,4.906,28.3562,29.6,64.22,,,15.19,16.68,40.42,
20090625,5.068,28.9646,29.68,62.74,,,15.38,17,40.81,
20090626,5.148,28.9406,29.74,62.14,,,14.98,16.67,41.3,
20090629,5.2238,28.8604,29.78,63.7,,,15.68,16.5,40.69,
20090630,5.2946,30.0134,29.79,62.33,,,15.44,16,38.85,
20090701,5.3167,30.0579,30.13,64.17,,,15.6,16.5,39.64,
20090702,5.1167,29.7835,29.62,62.15,,,14.72,15.79,37.94,
20090703,5.2316,29.6792,29.8,59.34,,,14.95,16.02,37.71,
20090706,4.973,29.4436,30.2,64.82,,,14.78,15.77,38.7,
20090707,4.9522,29.3357,30.27,62.47,,,14.55,16.01,38.7,
20090708,5.0086,29.701,29.93,60.63,,,14.69,15.86,36.38,
20090709,5.1,29.1551,29.24,59.45,,,14.7,15.76,36.95,
20090710,5.1841,29.572,29.96,57.63,,,14.55,15.99,37.37,
20090713,5.1313,29.9628,30.77,59.45,,,14.7,16.41,39.62,
20090714,5.2112,29.7424,30.5,60.46,,,15.33,17.13,37.3,
20090715,5.4671,29.1747,30.97,62.21,,,16.02,17.5,39.31,
20090716,5.3125,29.9939,30.92,63.21,,,16.37,17.72,39.87,
20090717,5.6437,29.8763,30.33,61.66,,,16.52,17.41,39.45,
20090720,5.518,29.3844,30.83,62.48,,,16.86,18.32,38.4,
20090721,5.6383,30.5618,30.28,62.47,,,16.1,17.53,39.24,
20090722,5.6525,29.6318,31.22,62.15,,,16.59,18.1,38.38,
20090723,5.6827,30.3429,31.72,64.41,,,16.8,18.5,36.51,
20090724,5.8521,30.5375,31.86,65.89,,,16.93,18.32,34.54,
20090727,5.8192,29.7243,31.64,66.61,,,17.01,17.69,35.99,
20090728,5.8346,31.2726,31.4,67.97,,,17.29,18.19,36.7,
20090729,5.7502,30.7872,31.87,67.01,,,17.69,17.9,36.23,
20090730,6.0526,31.4401,31.22,67.57,,,17.8,18.28,36.09,
20090731,5.8612,31.0065,32.51,65.9,,,17.71,18.5,38.3,
20090803,6.045,31.36,31.17,68.7,,,17.87,18.94,38.27,
20090804,6.1144,31.4379,31.86,70.83,,,18.31,18.45,38.61,
20090805,6.0727,31.435,31.59,72.76,,,18.01,18,42.18,
20090806,5.9793,30.5363,32.19,75.98,,,17.74,17.73,42.41,
20090807,6.0786,31.369,31.75,76.45,,,18.09,17.4,45.8,
20090810,5.9261,31.5292,31.84,74.24,,,18.46,17.95,43.26,
20090811,5.9633,30.0394,32.09,74.6,,,18.18,18.57,42.49,
20090812,6.1701,31.0982,31.3,75.74,,,18.45,18.82,42.99,
20090813,6.017,30.4218,31.13,73.72,,,18.21,20.16,43.36,
20090814,5.9906,30.1693,31.6,76.72,,,18,19.1,42.46,
20090817,5.8487,31.6568,31,71.22,,,17.51,18.59,41.6,
20090818,5.954,30.8199,30.9,72.67,,,18.22,18.74,42.17,
20090819,5.9743,30.5723,31.3,73.75,,,18.37,18.81,40.97,
20090820,6.0058,30.9242,31.33,74.85,,,18.95,18.5,43.67,
20090821,6.3402,31.0532,31.24,74.62,,,19.6,19.06,44,
20090824,6.059,32.2344,32.58,73.69,,,18.7,18.44,41.52,
20090825,6.11,31.4113,32.04,74.7,,,19.77,19.31,42.96,
20090826,6.0932,31.6755,31.56,75.42,,,19.56,19.08,43.78,
20090827,6.2989,32.4437,32.36,75.56,,,19.05,19.37,43.31,
20090828,6.2051,32.0248,32.77,76.79,,,18.86,19.92,42.89,
20090831,6.2057,31.9939,32.46,76.33,,,18.81,19.43,44.11,
20090901,5.9722,30.5575,30.92,74.45,,,18.81,18.3,40.61,
20090902,6.0438,30.482,30.89,70.8,,,18.77,18.51,40.02,
20090903,6.0927,31.2042,30.97,72.82,,,18.88,18.72,41.3,
20090904,6.2829,32.2818,31.99,74.2,,,19.16,19.3,42,
20090908,6.4695,31.2365,33.11,74.38,,,19.1,19.12,42.15,
20090909,6.1891,31.7715,32.64,78.28,,,19.18,19.36,41.38,
20090910,6.1837,31.7701,34.67,77.49,,,19.07,20.16,41.64,
20090911,6.3528,32.4059,34.72,75.74,,,19.49,19.86,42.86,
20090914,6.3894,31.4831,33.72,77.59,,,19.2,19.12,44.8,
20090915,6.4139,30.9415,32.54,81.2,,,18.86,19.97,46.16,
20090916,6.7502,31.2284,32.15,85.86,,,18.94,19.51,48.26,
20090917,6.6824,32.4088,32.92,84.72,,,18.76,18.83,47.78,
20090918,6.9248,32.7634,33.34,84.59,,,20.16,19.1,46.47,
20090921,6.8609,32.7689,34.11,85.38,,,19.8,19.2,47.23,
20090922,6.7385,32.3449,32.84,89.55,,,19.97,18.65,49.03,
20090923,6.916,32.2425,33.32,84,,,20.15,18.77,47.21,
20090924,6.799,31.6926,32.73,81.65,,,19.02,18.46,46.68,
20090925,6.5229,31.9311,34.13,81.8,,,19.33,18.39,47.55,
20090928,6.6862,32.183,33.3,81.85,,,20.01,18.9,47.19,
20090929,6.7181,32.0254,32.96,80.77,,,20.37,18.37,48.26,
20090930,6.6582,31.2566,32.68,80.97,,,20.3,18.61,50.19,
20091001,6.5376,31.7304,33.01,76.5,,,18.9,17.95,47.92,
20091002,6.8437,31.8454,33.43,75.49,,,18.3,18.01,45.82,
20091005,6.8633,31.8499,32.08,79.66,,,19.04,18.28,46.71,
20091006,6.7962,32.519,33.51,78.76,,,19.08,18.87,46.23,
20091007,6.9793,32.5234,33.06,75.96,,,19.1,19,47.41,
20091008,6.8609,31.8604,33.01,78,,,18.9,17.85,46.12,
20091009,7.0588,32.3619,32.48,81.85,,,19.67,18.81,45.8,
20091012,6.8246,31.4318,33.36,79.84,,,19.47,18.8,46.4,
20091013,6.8417,32.873,32.92,79.6,,,19.5,19.4,45.51,
20091014,7.1731,31.6881,33.62,83.25,,,20.27,19.64,46.91,
20091015,6.949,30.6834,34.01,80.36,,,20.8,19.1,47.5,
20091016,7.0119,31.0034,34.24,80.79,,,20.16,18.85,45.3,
20091019,6.9399,31.5419,34.44,81.12,,,20.61,19.71,45.6,
20091020,7.2908,31.066,34.21,78.3,,,19.64,19.48,45.53,
20091021,7.6195,30.9087,33.1,77.61,,,19.64,19.38,45.66,
20091022,7.4595,31.5048,32.94,81.23,,,20.32,19.35,52.02,
20091023,7.2994,31.337,33.37,78.77,,,20.88,18.51,54.24,
20091026,7.2706,30.6837,32.89,78.6,,,21.39,18.87,51.13,
20091027,7.367,30.0997,32.48,78.88,,,20.7,18.73,52.01,
20091028,7.0777,30.659,32.29,78.36,,,19.74,17.96,50.3,
20091029,7.0143,29.5302,33.93,80.49,,,20.23,18.75,53.56,
20091030,6.8268,30.3491,31.96,75.88,,,19.79,16.93,50.7,
20091102,6.9321,30.1723,33.2,77.37,,,19.57,17.42,52.16,
20091103,7.0212,29.8533,31.33,77.5,,,19.55,17.05,54.15,
20091104,6.9496,30.5347,32.48,79.1,,,19.35,17.15,53.02,
20091105,6.953,30.6511,33.62,79.19,,,19.64,17.72,52.94,
20091106,7.1391,31.1653,33.45,79.95,,,20.28,18.24,54.74,
20091109,7.529,31.4945,33.58,81.75,,,20.05,18.28,54.44,
20091110,7.4915,31.7361,33.49,83.44,,,20.04,18.31,54.45,
20091111,7.527,32.214,33.08,84.9,,,20.62,19,55.9,
20091112,7.241,29.8767,33.85,85.07,,,19.98,18.24,56.68,
20091113,7.6091,31.1599,33.32,82.47,,,20.26,18.52,54.02,
20091116,7.4458,30.5304,34.65,83.26,,,20.26,18.69,55.94,
20091117,7.6189,30.314,34.9,81.46,,,21.09,19.13,57.06,
20091118,7.4271,31.6532,34.95,81.27,,,20.92,18.77,58.19,
20091119,7.2855,31.2431,35.05,80.91,,,19.9,18.15,55.85,
20091120,7.29,30.7781,34.96,79.23,,,19.64,17.36,57.28,
20091123,7.3995,30.0813,35.8,80.37,,,20.5,18.13,59,
20091124,7.4555,30.7163,36.3,80.4,,,20.39,18.85,59.12,
20091125,7.5539,30.6417,36.09,78.47,,,20,18.53,59.32,
20091127,7.4554,30.1916,35.27,76.21,,,20.2,17.98,55.68,
20091130,7.4272,30.4771,35.23,81.35,,,19.62,17.9,59.2,
20091201,7.3124,31.1517,35.9,82.29,,,20.03,18.98,58.19,
20091202,7.1621,30.6817,36.5,86.95,,,20.89,18.79,57.13,
20091203,7.0643,31.8897,35.53,84.43,,,19.87,19.38,54.49,
20091204,7.1301,31.1589,35.48,86.8,,,20.84,18.98,55.69,
20091207,6.9426,31.3142,36.3,82.51,,,20.45,19.28,52.06,
20091208,6.8458,30.672,35.16,84.51,,,20.16,19.02,55.2,
20091209,7.2656,30.559,36.08,82.55,,,20.78,19.7,54.7,
20091210,7.1499,32.8598,35.21,82.21,,,19.83,19.39,55.67,
20091211,7.2883,32.7629,35.9,85.2,,,21.15,19.54,53.58,
20091214,7.127,32.6009,36.53,85.41,,,20.6,19.89,55.25,
20091215,7.0898,32.312,35.11,88.31,,,20.3,19.95,52.94,
20091216,7.2379,33.173,34.7,87.84,,,20.16,20.37,53,
20091217,6.9726,32.1807,34.05,87.9,,,20.74,20.51,54.42,
20091218,7.259,31.4408,34.64,86.3,,,20.06,20.99,56.54,
20091221,7.301,31.9455,34.92,87.05,,,20.54,20.81,55.2,
20091222,7.4845,32.639,34.08,89.37,,,21.21,20.84,56.51,
20091223,7.2202,32.5784,34.85,88.47,,,20.56,20.89,54.73,
20091224,7.4808,31.998,34.99,88.72,,,20.59,21.18,55.43,
20091228,7.924,32.9527,34.63,88.03,,,21.44,21.04,56.33,
20091229,7.6796,33.13,35.28,87.79,,,20.88,20.43,53.32,
20091230,7.8438,32.5753,35.7,85.8,,,21.33,21.12,55.62,
20091231,7.893,33.0424,35,83.82,,,20.8,21.26,54.01,
20100104,7.7231,33.1625,35.15,83.42,,,21.18,20.68,55.14,
20100105,7.7212,31.503,35.25,84.47,,,20.99,21.22,56.26,
20100106,7.6544,32.08,34.8,85.2,,,20.98,20.78,56.11,
20100107,7.8433,33.2076,33.84,87.13,,,21.85,20.1,57.33,
20100108,7.9402,32.7921,33.47,84.9,,,21.62,21,59.17,
20100111,7.6756,33.0863,33.44,84.9,,,21.23,19.91,59.5,
20100112,7.5789,33.5282,33.36,86.34,,,21.09,19.09,58.1,
20100113,7.7901,34.267,34.79,85.1,,,21.53,20.3,58.59,
20100114,7.6169,33.8032,34.4,85.42,,,21.49,20,58.22,
20100115,7.6359,34.8708,33.81,85.77,,,21.07,18.68,57.26,
20100118,7.6064,34.8263,33.77,88.43,,,22.03,18.68,57.77,
20100119,8.02,33.9854,33.61,88.05,,,21.59,18.98,58.8,
